id,age,lng,lat,city,ethnicity,language,gender,annhincome
5155034971,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5153151245,55-64,-123.276327,44.570861,Corvallis ,Asian-American/Asian/Pacific Islander,English,Female,"$75,001 - $100,000"
5152778074,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5151768073,65-74,-123.216955,44.671273,Adair Village,White/Caucasian,English,Female,"$50,001 - $75,000"
5151692464,75 or older,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5151391444,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$75,001 - $100,000"
5150434283,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Male,"More than $100,000"
5146152598,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5145911156,75 or older,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5145649845,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5145327204,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5145194276,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5142873936,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5142467276,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5142442596,45-54,-123.085385,44.627186,Albany,White/Caucasian,English,Female ,"More than $100,000"
5142279114,35-44,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"More than $100,000"
5142255128,35-44,-123.545603,44.545603,South Corvallis,Black or African American,English,Female,"$50,001 - $75,000"
5140847931,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5139820790,35-44,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female ,"More than $100,000"
5139612860,45-54,-123.085385,44.627186,Albany,White/Caucasian,English,Male,"$75,001 - $100,000"
5139570303,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5139558854,45-54,-123.122946,44.662729,North Albany,Other (please specify),English,Not Specified,"$50,001 - $75,000"
5137791254,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5136447260,35-44,-123.085385,44.627186,Albany ,White/Caucasian,English,Female,"$50,001 - $75,000"
5134700843,45-54,-123.276327,44.570861,Corvallis,Other (please specify),English,Female,"$50,001 - $75,000"
5131985278,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5131797576,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5131466435,55-64,-123.438017,44.708414,Kings Valley,White/Caucasian,English,Female,"$50,001 - $75,000"
5131286777,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5131274180,45-54,-123.360693,44.539641,Philomath ,White/Caucasian,English,Female ,"$50,001 - $75,000"
5130268016,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5129791106,25-34,-123.085385,44.627186,Albany,Other (please specify),English,Female,"$50,001 - $75,000"
5129546011,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Not Specified,"$25,001 - $50,000"
5129394720,55-64,-123.239698,44.624987,Lewisburg,White/Caucasian,English,Male,"$75,001 - $100,000"
5128271858,65-74,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"More than $100,000"
5127819477,55-64,-123.085385,44.627186,Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5127800739,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female ,"$75,001 - $100,000"
5127776589,35-44,-123.276327,44.570861,Corvallis,American Indian/Native American,English,Male,"More than $100,000"
5127454273,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5126110253,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5125819408,55-64,-123.276327,44.570861,Corvallis,Black or African American,English,Male,"More than $100,000"
5125734148,65-74,-123.122946,44.662729,North Albany,White/Caucasian,English,Male,"More than $100,000"
5125636952,45-54,-123.545603,44.545603,South Corvallis,Hispanic/Latino,English,Female ,"$75,001 - $100,000"
5125598207,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"More than $100,000"
5125585230,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5124619996,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5124478701,65-74,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$25,001 - $50,000"
5124292226,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$25,001 - $50,000"
5123611309,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Male,"$75,001 - $100,000"
5123526277,55-64,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"$75,001 - $100,000"
5123193243,25-34,-123.360693,44.539641,Philomath,Other (please specify),English,Female,"$25,001 - $50,000"
5123167462,75 or older,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5123045196,25-34,-123.299427,44.315459,Monroe,White/Caucasian,English,Male,"$75,001 - $100,000"
5123044191,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5123027892,55-64,-123.122946,44.662729,North Albany,Multi-ethnic/Mixed Race,English,Male,"More than $100,000"
5122966073,25-34,-123.085385,44.627186,Albany,White/Caucasian,English,Female,"More than $100,000"
5122957808,35-44,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5122949931,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5122842212,35-44,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5122800865,55-64,-123.545603,44.545603,South Corvallis,Other (please specify),English,Male,"$50,001 - $75,000"
5122580138,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$25,001 - $50,000"
5122514609,18-24,-123.276327,44.570861,Corvallis,Hispanic/Latino,English,Male,"Less than $25,000"
5122379743,45-54,-123.122946,44.662729,North Albany,Other (please specify),English,Female,"More than $100,000"
5122301406,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5122181322,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5121604150,55-64,-123.276327,44.570861,Corvallis ,White/Caucasian,English,Female ,"Less than $25,000"
5121568520,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5121511158,65-74,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"More than $100,000"
5121396177,18-24,-123.545603,44.545603,South Corvallis,Multi-ethnic/Mixed Race,English,Female,"Less than $25,000"
5121372094,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5121342793,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"More than $100,000"
5121334807,35-44,-123.545603,44.545603,South Corvallis ,White/Caucasian,English,Female,"$25,001 - $50,000"
5121309848,25-34,-123.276327,44.570861,Corvallis,Hispanic/Latino,English/Spanish,Not Specified,"Less than $25,000"
5121285142,35-44,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$75,001 - $100,000"
5121244341,65-74,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$25,001 - $50,000"
5121235496,35-44,-123.276327,44.570861,Corvallis,Other (please specify),English,Female,"$50,001 - $75,000"
5121234176,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5121223742,55-64,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5121183447,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5121183383,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5121174255,45-54,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"$75,001 - $100,000"
5121161239,55-64,-123.085385,44.627186,Albany,American Indian/Native American,English,Female,"$75,001 - $100,000"
5121158426,45-54,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"More than $100,000"
5121158020,18-24,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5120527022,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5119086027,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5118711846,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5117473691,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5117213892,55-64,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Not Specified,"$25,001 - $50,000"
5116920066,45-54,-123.360693,44.539641,Philomath,White/Caucasian,English,Male ,"More than $100,000"
5116742839,55-64,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Male ,"$75,001 - $100,000"
5115676838,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5115611919,65-74,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Male,"$75,001 - $100,000"
5115584777,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5115518483,65-74,-123.458215,44.544828,Benton County,Other (please specify),English,Not Specified,"$75,001 - $100,000"
5113520120,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$75,001 - $100,000"
5112660899,65-74,-123.458215,44.544828,Benton County,Other (please specify),English,Male,"$75,001 - $100,000"
5111530348,65-74,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$75,001 - $100,000"
5111167956,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5111097204,25-34,-123.085385,44.627186,Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5110233309,75 or older,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Male,"$75,001 - $100,000"
5110064488,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,Other (please specify),Female,"$50,001 - $75,000"
5110033052,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5109906720,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$25,001 - $50,000"
5109520684,75 or older,-123.122946,44.662729,North Albany,Other (please specify),English,Male,"$25,001 - $50,000"
5108969413,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5107757086,65-74,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Male,"More than $100,000"
5107127228,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5106390396,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5091077769,75 or older,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"Less than $25,000"
5091067208,55-64,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5089486586,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5089196684,35-44,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Male,"More than $100,000"
5086864652,55-64,-123.545603,44.545603,South Corvallis,Multi-ethnic/Mixed Race,English,Female,"$50,001 - $75,000"
5084572303,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5084202688,75 or older,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5083405752,55-64,-123.299427,44.315459,Monroe,Other (please specify),English,Male,"$25,001 - $50,000"
5082413707,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5080309134,65-74,-123.239698,44.624987,Lewisburg,White/Caucasian,English,Female,"$75,001 - $100,000"
5074024719,45-54,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$75,001 - $100,000"
5073892793,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5073819971,45-54,-123.286264,44.720699,Polk County,Hispanic/Latino,Spanish,Male,"$75,001 - $100,000"
5070251800,55-64,-123.020311,44.950002,Salem,White/Caucasian,English,Female,"Less than $25,000"
5068559647,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5066705790,65-74,-123.163633,44.554388,Oakville,White/Caucasian,English,Male,"Less than $25,000"
5065188988,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$50,001 - $75,000"
5064120988,35-44,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"More than $100,000"
5063493147,45-54,-123.299427,44.315459,Monroe ,White/Caucasian,English,Male,"$25,001 - $50,000"
5059787689,45-54,-123.360693,44.539641,Philomath,White/Caucasian,English,Male,"$25,001 - $50,000"
5057104933,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5055742269,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5055349019,75 or older,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5055214247,25-34,-123.360693,44.539641,Philomath,Other (please specify),English,Not Specified,"$75,001 - $100,000"
5053967721,55-64,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"$50,001 - $75,000"
5053806530,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5053785232,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5049129777,45-54,-123.299427,44.315459,Monroe,American Indian/Native American,English,Female,"$50,001 - $75,000"
5047489664,35-44,-123.299427,44.315459,Monroe,Multi-ethnic/Mixed Race,English,Female,"$25,001 - $50,000"
5047210733,55-64,-123.299427,44.315459,Monroe,White/Caucasian,English,Female,"More than $100,000"
5047033202,55-64,-123.299427,44.315459,Monroe,White/Caucasian,English,Male,"More than $100,000"
5046844855,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5046578516,65-74,-123.458215,44.544828,Benton County,Other (please specify),Other (please specify),Male,"$75,001 - $100,000"
5036943248,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5034498104,75 or older,-123.360087,44.330291,Alpine ,White/Caucasian,English,Male,"$25,001 - $50,000"
5034011013,45-54,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$50,001 - $75,000"
5032055737,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$75,001 - $100,000"
5030066519,55-64,-123.276327,44.570861,Corvallis,Other (please specify),Other (please specify),Not Specified,"$25,001 - $50,000"
5029745617,25-34,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$25,001 - $50,000"
5028379781,18-24,-123.276327,44.570861,Corvallis ,White/Caucasian,English,Female,"Less than $25,000"
5026754026,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"Less than $25,000"
5026216518,65-74,-123.299427,44.315459,Monroe,White/Caucasian,English,Male,"More than $100,000"
5026210961,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5024809055,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5024655703,55-64,-123.354153,44.363287,Bellfountain ,White/Caucasian,English,Female,"$50,001 - $75,000"
5024487072,65-74,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$25,001 - $50,000"
5024134581,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$75,001 - $100,000"
5024067350,55-64,-123.216955,44.671273,Adair Village,White/Caucasian,English,Female,"$25,001 - $50,000"
5024005204,65-74,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$50,001 - $75,000"
5023562175,45-54,-123.299427,44.315459,Monroe,Other (please specify),Other (please specify),Not Specified,"Less than $25,000"
5022814254,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5022412440,65-74,-123.279939,44.454857,Greenberry ,White/Caucasian,English,Male,"$25,001 - $50,000"
5022395323,75 or older,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5021814594,55-64,-123.239698,44.624987,Lewisburg,White/Caucasian,English,Male,"$75,001 - $100,000"
5021636769,55-64,-123.276327,44.570861,Corvallis ,White/Caucasian,English,Female,"More than $100,000"
5020268540,55-64,-123.299427,44.315459,Monroe,American Indian/Native American,English,Female,"$50,001 - $75,000"
5019991704,45-54,-123.299427,44.315459,Monroe,White/Caucasian,English,Male,"$75,001 - $100,000"
5016911289,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5016757279,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5016410294,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5015910904,55-64,-123.255618,44.599994,North Corvallis,Multi-ethnic/Mixed Race,English,Male,"More than $100,000"
5014169517,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5014144401,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$75,001 - $100,000"
5014012353,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$50,001 - $75,000"
5013905235,55-64,-123.276327,44.570861,Corvallis.,White/Caucasian,English,Female,"$50,001 - $75,000"
5013858520,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Not Specified,"$50,001 - $75,000"
5013842410,45-54,-123.255618,44.599994,North Corvallis,Hispanic/Latino,English,Female,"More than $100,000"
5013840826,25-34,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5013824688,45-54,-123.276327,44.570861,Corvallis ,White/Caucasian,English,Female ,"$50,001 - $75,000"
5013594813,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,